C0001,1559,3988,4346,9893
C0002,2998,8309,7631,18938
C0003,1283,3345,3550,8178
C0004,1262,4134,2528,7924
C0005,994,2830,2740,6564
C0008,976,2669,2615,6260
C0009,1803,4557,4926,11286
C0010,3124,9967,6429,19520
C0013,4656,13498,8524,26678
C0014,2534,7109,5247,14890
C0017,5157,13232,15057,33446
C0018,2889,9221,6402,18512
C0019,5841,17582,13265,36688
C0020,1749,4766,4853,11368
C0021,1427,3792,3898,9117
C0022,2018,5731,5148,12897
C0024,2960,9112,4415,16487
C0025,1486,4120,3871,9477
C0026,4127,12995,8880,26002
C0028,2527,6969,6966,16462
C0029,2607,7473,6546,16626
C0030,3767,12495,7934,24196
C0031,3424,9223,9139,21786
C0032,1499,4810,3395,9704
C0033,2182,3743,8039,13964
C0035,3561,10202,8799,22562
C0036,4360,13241,9801,27402
C0037,4167,12555,9570,26292
C0038,3588,9712,9616,22916
C0039,3266,10970,6281,20517
C0040,3480,10245,8680,22405
C0041,4588,12488,11934,29010
C0045,4671,16304,8496,29471
C0046,2190,5997,5520,13707
C0048,2244,6136,6156,14536
C0050,3787,11532,8153,23472
C0051,5477,18995,9910,34382
C0052,1572,5059,3336,9967
C0053,2791,10026,4429,17246
C0054,940,2712,2310,5962
C0055,2741,6868,7762,17371
C0056,3140,8375,8829,20344
C0057,2736,7236,7607,17579
C0058,4660,15950,8988,29598
C0059,4046,12895,8010,24951
C0060,2762,8422,5980,17164
C0062,2954,9038,3592,15584
C0063,4847,15963,8486,29296
C0064,3465,9667,7472,20604
C0065,3155,6483,10479,20117
C0066,9108,16765,31451,57324
C0067,3721,9904,10036,23661
C0068,4793,13959,9186,27938
C0069,5604,12795,15645,34044
C0070,2683,7874,6566,17123
C0071,1651,5164,3299,10114
C0072,2683,4070,9402,16155
C0073,1727,5248,3812,10787
C0074,11159,36427,21920,69506
C0075,4361,14392,8323,27076
C0076,2265,6516,5336,14117
C0079,2692,8151,6080,16923
C0080,3257,9719,7717,20693
C0082,3543,9100,10416,23059
C0084,4633,13081,11651,29365
C0086,4220,12318,8237,24775
C0087,4310,12580,10575,27465
C0088,2222,6966,4116,13304
C0090,3042,9820,3955,16817
C0091,3000,8845,7346,19191
C0092,3932,10710,10258,24900
C0093,2999,8853,7302,19154
C0094,2185,6541,5194,13920
C0095,3294,8160,9347,20801
C0098,5560,12775,15804,34139
C0099,2993,7812,6807,17612
C0100,3061,9369,7251,19681
C0101,5503,19354,9291,34148
C0102,6748,24896,10032,41676
C0103,4045,11110,10609,25764
C0104,3390,8480,8228,20098
C0105,3795,8153,10395,22343
C0106,3565,12173,6547,22285
C0107,2413,8085,4814,15312
C0108,4492,13952,9644,28088
C0109,5475,11797,16224,33496
C0110,7034,19773,17522,44329
C0111,3180,8516,8181,19877
C0113,4425,11566,12048,28039
C0114,2401,6827,5945,15173
C0115,4025,14957,4393,23375
C0116,3264,9380,8078,20722
C0117,3068,8520,8228,19816
C0118,5377,14646,12063,32086
C0119,1313,3208,3347,7868
C0120,3558,9715,9562,22835
C0121,3597,10270,9094,22961
C0123,3544,10345,8376,22265
C0124,4778,14643,10988,30409
C0125,5833,18832,12117,36782
C0128,3446,11333,6763,21542
C0132,2388,6952,5376,14716
C0135,3810,9392,11200,24402
C0136,2674,7253,6884,16811
C0137,2264,6137,5082,13483
C0142,3769,10364,8226,22359
C0143,2691,6908,7701,17300
C0144,6361,18551,15435,40347
C0145,5354,15538,11476,32368
C0146,7599,22995,16965,47559
C0147,2459,6462,5967,14888
C0148,5189,15268,12529,32986
C0149,1970,5549,4026,11545
C0151,5953,16871,14716,37540
C0152,8953,31826,14242,55021
C0153,3410,6950,11022,21382
C0154,5146,15245,11971,32362
C0155,4223,12703,8418,25344
C0156,2719,10203,3148,16070
C0159,6698,18584,12614,37896
C0160,3847,9706,11358,24911
C0161,4695,12887,12246,29828
C0163,5312,16002,12929,34243
C0164,3235,8801,8411,20447
C0165,2910,8776,6908,18594
C0166,3979,9839,11714,25532
C0168,1095,3577,2232,6904
C0169,3270,10052,7470,20792
C0170,1926,5257,5185,12368
C0172,4337,12455,10337,27129
C0174,4787,12258,12986,30031
C0177,10353,35167,19998,65518
C0179,3144,9498,7401,20043
C0180,4077,11078,10745,25900
C0182,5403,15502,13733,34638
C0183,3650,10337,9247,23234
C0184,3389,7939,9419,20747
C0185,1815,3778,5652,11245
C0202,887,1960,2332,5179
C0203,1623,4133,4709,10465
C0205,3000,6903,9514,19417
C0207,2791,9110,6211,18112
C0209,2857,7074,8288,18219
C0210,5318,13423,15239,33980
C0212,1108,2370,3574,7052
C0215,1233,2941,3078,7252
C0216,1298,3501,2667,7466
C0217,3581,7137,12843,23561
C0218,2729,7592,7085,17406
C0220,1941,5545,4596,12082
C0221,2245,7528,4528,14301
C0222,4724,12223,13113,30060
C0223,4547,11905,12213,28665
C0224,4805,12555,13417,30777
C0225,2806,6488,8663,17957
C0226,4669,18427,6081,29177
C0227,3317,11220,6519,21056
C0231,2812,6596,8737,18145
C0232,1887,4038,6102,12027
C0233,1913,5236,4780,11929
C0243,1608,4778,3882,10268
C0245,3952,10216,10468,24636
C0246,3549,10964,7065,21578
C0247,2833,7909,6536,17278
C0248,3135,10202,6273,19610
C0249,2941,6847,9121,18909
C0252,3009,8193,7595,18797
C0253,6086,15837,16711,38634
C0267,1943,4148,6534,12625
C0269,807,1729,2689,5225
C0270,856,2390,1896,5142
C0271,2009,4441,6064,12514
C0272,805,1760,2524,5089
C0273,2394,5864,7239,15497
C0274,1236,2495,4288,8019
C0275,1172,1840,4265,7277
C0276,872,1335,3478,5685
C0277,3843,10402,9958,24203
C0278,1301,2529,4468,8298
C0279,2676,7881,6414,16971
C0280,1431,3197,4163,8791
C0281,885,2384,1875,5144
C0284,998,2638,2657,6293
C0286,838,1951,2604,5393
C0287,1602,5627,2644,9873
C0288,1368,3258,4174,8800
C0292,1773,4701,4799,11273
C0294,2048,5079,5792,12919
C0296,2900,6558,9113,18571
C0305,1388,3722,3062,8172
C0306,4097,13063,8639,25799
C0308,864,2873,1746,5483
C0310,3777,11434,9141,24352
C0311,2114,3558,8244,13916
C0319,5961,18279,12998,37238
C0320,1840,6171,3305,11316
C0321,2842,9668,5342,17852
C0322,4968,15235,11916,32119
C0323,2841,8568,6016,17425
C0325,5532,14284,15554,35370
C0326,1959,2521,8045,12525
C0327,3386,11602,6003,20991
C0328,1233,4379,2193,7805
C0329,1607,5499,2783,9889
C0330,2003,7576,2717,12296
C0331,1493,5448,2380,9321
C0332,1629,6556,1793,9978
C0333,1789,4229,5173,11191
C0334,1447,6454,781,8682
C0335,3428,12492,5176,21096
C0336,1572,5958,2035,9565
C0337,2182,7171,3925,13278
C0338,3418,11071,6560,21049
C0339,2954,9779,5414,18147
C0340,3505,11205,6735,21445
C0341,3117,10518,5163,18798
C0342,4254,14805,7288,26347
C0343,1259,5077,1269,7605
C0344,1595,7068,1188,9851
C0345,2065,7906,2741,12712
C0346,4512,14306,8891,27709
C0347,2194,7393,4020,13607
C0348,1345,4819,2041,8205
C0349,3715,11700,7504,22919
C0356,4014,11693,9713,25420
C0357,5794,18932,11661,36387
C0358,4256,12596,10320,27172
C0359,10074,31993,18359,60426
C0361,2922,6903,8987,18812
C0362,4941,14183,11007,30131
C0365,1471,3983,3760,9214
C0367,2820,7210,8249,18279
C0368,3133,8634,8330,20097
C0370,7051,19560,18382,44993
C0371,2165,6402,5436,14003
C0372,5598,13554,15218,34370
C0373,9230,27077,22219,58526
C0374,2915,8199,7466,18580
C0377,1734,3224,5169,10127
C0379,4324,12667,10561,27552
C0404,2967,4598,11572,19137
C0405,2012,5758,5032,12802
C0407,2499,7868,4699,15066
C0408,1675,4827,3318,9820
C0412,3566,10759,8302,22627
C0414,1911,5362,3792,11065
C0415,5321,15528,12709,33558
C0417,2063,5595,5718,13376
C0420,2958,8891,5264,17113
C0421,2138,5741,5905,13784
C0422,7130,19827,17888,44845
C0424,2562,6307,7719,16588
C0426,1940,6376,4708,13024
C0428,3137,8630,8436,20203
C0429,1803,5797,3199,10799
C0430,3673,13766,4255,21694
C0432,4431,13799,9938,28168
C0433,2412,6280,5434,14126
C0435,2222,6810,4795,13827
C0436,1669,4964,4121,10754
C0440,5278,18720,8996,32994
C0441,2507,6800,6794,16101
C0444,5229,10961,18386,34576
C0445,1269,3029,3710,8008
C0448,1647,2916,6415,10978
C0449,1517,2737,5496,9750
C0451,1934,4191,6500,12625
C0452,2395,4357,8844,15596
C0453,1976,3897,6117,11990
C0457,1989,5057,5832,12878
C0458,1796,3915,4978,10689
C0459,2652,4918,9707,17277
C0460,1280,3035,3886,8201
C0461,1842,5446,4108,11396
C0462,1610,4824,3567,10001
C0463,2672,7368,6819,16859
C0465,3639,9896,9946,23481
C0466,2951,6968,8768,18687
C0469,2071,7422,3515,13008
C0470,3317,4700,12836,20853
C0471,2282,5733,6527,14542
C0473,3643,7419,11784,22846
C0481,2061,6369,4979,13409
C0485,1158,2869,3084,7111
C0486,1699,4480,4843,11022
C0491,5534,16195,13696,35425
C0492,4779,12065,13769,30613
C0500,788,1739,2587,5114
C0521,1766,3690,6028,11484
C0523,904,1982,2824,5710
C0525,1931,4072,6385,12388
C0526,1838,3458,6585,11881
C0528,2622,6173,8142,16937
C0530,2480,6499,6695,15674
C0534,3154,9972,6720,19846
C0536,2315,7024,5638,14977
C0537,1298,3920,3061,8279
C0538,3965,11397,10131,25493
C0539,3319,8991,8730,21040
C0541,1621,3554,5266,10441
C0542,1698,3596,5969,11263
C0543,869,2235,2469,5573
C0544,3457,10155,7964,21576
C0545,1788,4492,4914,11194
C0546,2704,7790,6563,17057
C0548,1843,3955,6062,11860
C0550,2005,6455,4300,12760
C0552,2793,8231,6741,17765
C0553,2956,8858,6645,18459
C0554,5261,19740,6317,31318
C0601,4347,9556,13662,27565
C0602,2810,8044,7274,18128
C0603,6265,19388,13918,39571
C0604,5874,16392,14699,36965
C0605,4312,11771,11361,27444
C0609,2332,5880,6596,14808
C0613,3192,7343,8971,19506
C0616,1553,3169,5018,9740
C0617,4178,10973,12098,27249
C0619,3040,9153,7277,19470
C0621,2261,5137,6731,14129
C0624,3205,7577,10130,20912
C0625,1743,4554,4613,10910
C0629,2674,7453,7046,17173
C0631,2585,6700,6555,15840
C0633,3033,6406,9953,19392
C0634,6269,21375,11582,39226
C0635,4694,9335,15776,29805
C0636,5055,15616,11747,32418
C0637,4417,11159,12466,28042
C0638,4555,13212,10536,28303
C0640,9212,15096,31072,55380
C0643,3920,11572,9867,25359
C0645,6053,19464,12681,38198
C0646,1600,5046,3414,10060
C0647,3770,6810,12291,22871
C0649,4205,10610,12140,26955
C0650,3288,8947,8355,20590
C0651,4780,15508,5967,26255
C0653,2257,5975,6039,14271
C0655,2715,5630,8749,17094
C0656,1087,2451,3469,7007
C0657,4137,11343,10750,26230
C0659,1266,2819,3938,8023
C0663,2350,7656,4095,14101
C0664,4679,5341,16529,26549
C0665,4230,8932,14348,27510
C0666,4664,17337,6671,28672
C0670,2094,6070,5167,13331
C0676,2535,8825,4638,15998
C0680,1733,5234,3533,10500
C0681,5626,21125,5836,32587
C0682,2707,7308,7553,17568
C0683,5357,13538,14910,33805
C0685,1304,3007,4144,8455
C0688,2895,7277,8579,18751
C0689,6118,16756,14807,37681
C0690,1198,3644,2730,7572
C0692,3208,9849,7003,20060
C0693,2741,8256,5921,16918
C0695,1328,4088,2762,8178
C0697,6654,23783,8611,39048
C0698,6555,15390,20141,42086
C0699,2125,6853,4465,13443
C0701,4013,9975,11381,25369
C0702,4772,5632,20397,30801
C0703,2871,7313,8348,18532
C0704,2288,5491,6863,14642
C0705,5499,16544,12751,34794
C0706,3524,9409,9597,22530
C0707,945,2681,2232,5858
C0709,1544,3969,4097,9610
C0711,2344,6142,6411,14897
C0713,5799,18193,12748,36740
C0714,1772,6816,2830,11418
C0715,2884,10032,5632,18548
C0716,3067,9602,6896,19565
C0718,4863,15301,10396,30560
C0720,1901,4641,5692,12234
C0721,3483,8766,10270,22519
C0723,2625,6276,8221,17122
C0724,2724,7260,7460,17444
C0726,3628,13519,4667,21814
C0727,2369,3036,9296,14701
C0728,1810,3876,5837,11523
C0729,3159,8494,8381,20034
C0733,3627,11443,8027,23097
C0734,2381,4965,7964,15310
C0735,5086,18203,8740,32029
C0738,3273,8466,8506,20245
C0740,2327,6322,5362,14011
C0741,1333,3253,4010,8596
C0742,1158,4088,1881,7127
C0743,5523,17448,10877,33848
C0744,5686,16322,13771,35779
C0746,2556,8633,5334,16523
C0749,2470,5861,7560,15891
C0751,3159,6527,11190,20876
C0752,2633,6878,7487,16998
C0753,2507,7494,4981,14982
C0754,3611,6722,11554,21887
C0755,3379,11425,3565,18369
C0756,2833,7517,5974,16324
C0757,2182,6442,4957,13581
C0759,2872,9617,5608,18097
C0760,3574,10630,8610,22814
C0761,1248,3523,2951,7722
C0765,1482,4655,2468,8605
C0767,1960,5671,3622,11253
C0768,4100,11250,10613,25963
C0770,3120,8498,8315,19933
C0771,4591,15929,8137,28657
C0772,1939,4460,6157,12556
C0773,2167,4247,7763,14177
C0774,2015,5315,4998,12328
C0775,1711,5480,3697,10888
C0777,4198,12434,9790,26422
C0780,5532,18577,10604,34713
C0781,2301,6565,5384,14250
C0782,4348,5576,18449,28373
C0783,2022,4896,6143,13061
C0785,3837,12048,8281,24166
C0786,3679,4753,14422,22854
C0788,3357,8973,8994,21324
C0789,2179,8102,3686,13967
C0790,2529,7977,5436,15942
C0791,3158,9935,6692,19785
C0792,2852,8549,6423,17824
C0793,6342,23061,8639,38042
C0794,4144,7471,14191,25806
C0795,3781,11382,5949,21112
C0797,1685,2524,5743,9952
C0798,2138,5124,6210,13472
C0799,3823,10674,10049,24546
C0800,2058,6876,3981,12915
C0801,3501,5793,13088,22382
C0802,6383,18584,15380,40347
C0803,5824,7888,23776,37488
C0806,5278,16120,11985,33383
C0807,8131,28269,13785,50185
C0808,1551,4507,3767,9825
C0812,3360,9331,8761,21452
C0814,5403,14085,15398,34886
C0816,3191,10364,6564,20119
C0817,7491,12816,26991,47298
C0818,4270,10487,13024,27781
C0819,8993,28962,18709,56664
C0820,4614,15190,7598,27402
C0821,3989,10276,11038,25303
C0822,4637,11616,12551,28804
C0823,2550,6509,4766,13825
C0824,2421,6588,6340,15349
C0825,2540,7446,6040,16026
C0827,7061,22532,14878,44471
C0828,3770,15124,4816,23710
C0830,2441,5980,6949,15370
C0834,2142,6853,4492,13487
C0835,5248,15987,11847,33082
C0836,4175,14815,7065,26055
C0839,3432,11401,4308,19141
C0840,6006,19001,12937,37944
C0843,1790,3716,6078,11584
C0844,2890,7424,8248,18562
C0846,4107,12621,9848,26576
C0847,1182,2266,4184,7632
C0849,2529,7863,5710,16102
C0850,1132,3947,1916,6995
C0851,1574,3408,5082,10064
C0852,3021,11956,3453,18430
C0853,1972,6842,3880,12694
C0854,1898,5168,4312,11378
C0855,3251,10819,4685,18755
C0856,4781,12428,13099,30308
C0860,2224,5594,6395,14213
C0861,3448,10456,7964,21868
C0862,2319,6621,5662,14602
C0863,874,2114,2753,5741
C0866,3555,10248,8845,22648
C0867,1044,2511,3053,6608
C0869,5479,20450,8373,34302
C0870,7038,19382,18584,45004
C0871,2643,6069,8117,16829
C0872,1123,2501,3637,7261
C0878,5437,17074,11507,34018
C0900,3053,5692,11295,20040
C0906,4998,17128,9183,31309
C0907,3066,9050,7629,19745
C0908,3670,10447,9438,23555
C0909,2408,6692,5728,14828
C0910,4189,14046,4430,22665
C0912,3729,9046,13262,26037
C0913,2177,6721,4443,13341
C0914,3168,8210,8936,20314
C0915,3685,10147,9396,23228
C0916,2494,6905,6434,15833
C0917,7106,24372,12841,44319
C0919,5601,15869,13739,35209
C0920,2796,9884,4911,17591
C0921,2244,6042,5810,14096
C0925,1872,5034,4460,11366
C0929,5077,16056,11942,33075
C0930,3391,9370,8825,21586
C0933,2382,7020,5415,14817
C0934,900,2441,2027,5368
C0935,7147,19029,18272,44448
C0937,5389,9380,18731,33500
C0943,4634,11611,13056,29301
C0944,2662,7191,7032,16885
C0945,2251,7487,4555,14293
C0946,2459,5970,7487,15916
C0947,5465,19905,9908,35278
C0948,3888,12303,8466,24657
C0950,3831,10288,8504,22623
C0951,4437,14853,4366,23656
C0952,1929,6029,4295,12253
C0954,805,2768,1576,5149
C0956,2664,8841,3861,15366
C0957,6203,19649,13280,39132
C0958,2615,8360,6569,17544
C0959,1551,5440,2863,9854
C0960,2006,5055,5721,12782
C0961,3024,8042,8146,19212
C0962,4103,11878,10253,26234
C0966,7742,32629,1440,41811
C0969,3241,9442,7673,20356
C0972,2712,7493,6420,16625
C0974,3822,10982,7539,22343
C0977,2697,7283,7056,17036
C0978,5097,15626,11349,32072
C0981,3112,9081,7496,19689
C0982,3949,11712,9419,25080
C0983,1644,5094,3479,10217
C0984,4690,12886,12414,29990
C0991,2388,5972,7172,15532
C0993,2131,4656,7119,13906
C0995,2662,6924,7484,17070
C0996,2642,7258,6790,16690
C0998,4096,7607,14568,26271
C0999,5700,14209,16422,36331
C1002,1156,2625,3312,7093
C1003,2003,6028,4821,12852
C1006,2830,7956,7539,18325
C1008,2829,6351,9278,18458
C1010,4356,13787,9437,27580
C1012,3606,9179,9771,22556
C1015,830,1876,2620,5326
C1016,4694,12715,12568,29977
C1018,1402,4056,3361,8819
C1020,2520,6642,6921,16083
C1021,1623,4117,4547,10287
C1022,1395,3716,3736,8847
C1023,3692,9683,10168,23543
C1024,3085,7788,8881,19754
C1027,2006,5291,5473,12770
C1030,2193,5845,6267,14305
C1032,1430,3904,3610,8944
C1034,2384,6466,5274,14124
C1035,993,2847,1950,5790
C1037,1678,3679,4828,10185
C1038,3401,6986,9338,19725
C1040,4579,13249,10827,28655
C1041,3212,7928,9577,20717
C1042,1879,4469,5196,11544
C1043,2125,6459,4505,13089
C1047,1263,3765,2989,8017
C1048,2460,11263,1081,14804
C1049,1842,5760,3910,11512
C1050,1481,5115,2509,9105
C1052,2328,6289,6647,15264
C1054,3148,8257,7855,19260
C1055,4357,11721,10807,26885
C1056,2516,7079,5339,14934
C1057,1623,4682,3994,10299
C1058,2914,7852,8000,18766
C1060,2018,5180,5817,13015
C1061,2801,6578,8581,17960
C1062,1373,4071,3528,8972
C1069,1769,4313,5232,11314
C1072,6800,18151,18088,43039
C1073,3633,9762,10036,23431
C1077,1821,3365,6742,11928
C1079,2419,5140,8144,15703
C1080,5987,18126,13672,37785
C1082,3678,11794,7277,22749
C1084,1982,4389,6711,13082
C1085,2914,8711,7339,18964
C1089,827,2144,2383,5354
C1091,2109,5304,5716,13129
C1092,4064,11809,9661,25534
C1094,2185,5121,6671,13977
C1095,6082,21775,10335,38192
C1096,6622,18199,13061,37882
C1097,1114,2707,3395,7216
C1098,1957,5729,4456,12142
C1099,2488,6367,6451,15306
C1100,3167,7917,8446,19530
C1101,1790,4294,5650,11734
C1113,3390,10701,7089,21180
C1118,1744,5503,13071,20318
C1121,1988,6317,2874,11179
C1126,4356,14001,8690,27047
C1128,3943,9406,10979,24328
C1129,3241,9667,7805,20713
C1131,924,2145,2900,5969
C1132,1931,4466,5525,11922
C1138,802,1549,2700,5051
C1139,1065,2261,3095,6421
C1140,1733,4764,4499,10996
C1148,1056,2646,2906,6608
C1149,1863,4696,5332,11891
C1156,879,2675,1842,5396
C1158,3291,8372,7732,19395
C1162,2926,5900,10478,19304
C1163,874,2115,2431,5420
C1164,1137,3660,2650,7447
C1165,1935,5687,4525,12147
C1170,2931,10348,4877,18156
C1172,2877,6366,9505,18748
C1175,1781,4058,5428,11267
C1177,6942,22906,12150,41998
C1201,3653,11424,7774,22851
C1203,2763,8285,5863,16911
C1204,3132,9493,7017,19642
C1205,3572,7622,11672,22866
C1206,1403,4751,3027,9181
C1208,6785,20592,14633,42010
C1209,3757,10637,9081,23475
C1211,2233,7569,4448,14250
C1214,4763,14418,10492,29673
C1215,818,1557,2949,5324
C1221,8790,32192,13448,54430
C1223,4302,12354,10359,27015
C1251,2571,7657,6131,16359
C1252,4110,10717,9944,24771
C1253,5344,19052,9156,33552
C1255,3126,8279,7205,18610
C1256,3689,10653,8999,23341
C1257,5693,17070,13501,36264
C1258,3416,9435,7107,19958
C1263,4127,10765,11604,26496
C1264,3343,9942,8069,21354
C1265,1725,5254,2835,9814
C1267,1833,4117,5137,11087
C1269,2913,5759,10188,18860
C1270,3393,8904,9607,21904
C1271,2821,9206,2562,14589
C1272,4216,12371,9922,26509
C1274,1880,5996,3914,11790
C1276,1959,3181,7799,12939
C1280,2220,5178,6720,14118
C1339,4462,18019,5882,28363
C1342,2842,7454,7353,17649
C1343,3054,8399,7857,19310
C1345,2336,5274,5842,13452
C1346,2428,6704,6142,15274
C1347,1230,3015,3583,7828
C1348,2151,6189,4966,13306
C1349,3425,9439,8951,21815
C1350,1610,4482,4332,10424
C1351,5842,19534,11075,36451
C1352,1516,4190,3783,9489
C1354,2512,8158,5428,16098
C1355,1971,5196,4598,11765
C1356,1555,5554,2639,9748
C1358,1205,4384,1697,7286
C1360,3168,7566,9087,19821
C1362,2601,6568,7010,16179
C1363,3159,8696,7892,19747
C1364,3276,5448,11042,19766
C1365,1678,5257,3557,10492
